frame_path,joined_text,char_count,word_count,mean_conf,max_conf,text_area_fraction,auto_text_frame,manual_keep,manual_notes
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000360.png,must not leave now | The evil spirits become all-powerful after dark!' 'You,58,13,0.8161,0.9999,0.25001,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000361.png,must not leave now | The evil spirits become all I-powerful after 'You,55,12,0.8519,0.9999,0.22704,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000362.png,must not now l The evil spirits become all-powerful after dark!' 'You leave,59,13,0.8555,0.9998,0.23409,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000363.png,must not now | The evil become all-powerful after dark!' 'You leave spirits,58,13,0.8911,1.0,0.23919,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000364.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000365.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000366.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000367.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000368.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000369.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000370.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000371.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000372.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000373.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000374.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000375.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000376.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000377.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000378.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000379.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000380.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000381.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000382.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000383.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000384.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000385.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000386.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000387.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000388.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000389.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000390.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000391.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000392.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000393.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000394.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000395.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000396.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000397.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000398.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000399.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000400.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000401.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000402.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000403.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000404.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000405.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000406.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000407.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000408.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000409.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000410.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000411.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000412.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000413.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000414.png,ot hc,4,2,0.3834,0.3834,0.03006,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000415.png,oe tbe Vampires,13,3,0.5,0.623,0.20061,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000416.png,oe tbe Vampires,13,3,0.6041,0.7348,0.20061,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000417.png,oe tbe Vampires,13,3,0.6368,0.8579,0.19978,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000418.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000419.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000420.png,that the in born first HB was and Qasferatu,35,9,0.7603,0.9707,0.21598,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000421.png,that the in born first Was and,24,7,0.8028,0.9389,0.13209,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000422.png,that the in born first Was and Qosferatu,33,8,0.6983,0.9545,0.19443,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000423.png,that the it in born first Was and,26,8,0.8497,0.9682,0.1394,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000424.png,vings aloud_,10,2,0.7898,0.9786,0.06928,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000425.png,Ckat vings of a bird o like the cry ppey: name speak aloud _,45,11,0.5111,0.7581,0.36098,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000426.png,Ckat vings of a bird o like tbe cry Mlevet ptey: speak aloud,47,11,0.6235,0.998,0.36502,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000427.png,Ckat vings 0f a bird o like the cry prey: Llever name speak i aloud _,52,12,0.6071,0.929,0.44378,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000428.png,Chat vings of a bird o like the cry Mlever tame speak i aloud _,48,11,0.6324,0.9591,0.37791,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000429.png,Chat vings of a bird 0 like the cry peey: Llever name speak it,48,12,0.541,0.7137,0.4115,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000430.png,Chat vings of a bird o like the cry ptey: name speak it,42,11,0.5391,0.846,0.35893,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000431.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000432.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000433.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000434.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000435.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000436.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000437.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000438.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000439.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000440.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000441.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000442.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000443.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000444.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000445.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000446.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000447.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000448.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000449.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000450.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000451.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000452.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000453.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000454.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000455.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000456.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000457.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000458.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000459.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000460.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000461.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000462.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000463.png,dangets that beasts can sense times not the recognize certain,52,10,0.7568,0.9651,0.39134,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000464.png,abways the Oangers that beasts can sense times: recognize cettain,55,10,0.7762,0.9761,0.41035,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000465.png,flen d0 always dangets that beasts can sense times not the recognize certain,64,13,0.6583,0.9907,0.48562,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000466.png,abways that beasts can times wot recognize seuse certain,48,9,0.6893,0.9676,0.33124,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000467.png,abways the Oangers that beasts can sense tites: not recognize cettain,58,11,0.6609,0.9579,0.43391,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000468.png,abways that beasts can sense a cet times: nt recognize tain,48,10,0.7952,0.9535,0.37202,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000469.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000470.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000471.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000472.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000473.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000474.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000475.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000476.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000477.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000478.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000479.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000480.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000481.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000482.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000483.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000484.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000485.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000486.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000487.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000488.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000489.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000490.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000491.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000492.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000493.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000494.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000495.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000496.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000497.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000498.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000499.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000500.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000501.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000502.png,Hurry ! The sun will soon be setting!',28,7,0.7089,0.9858,0.12713,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000503.png,Hurry ! The sun will soon be setting!',28,7,0.708,0.7926,0.13442,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000504.png,Hurry ! The sun will soon be setting!',28,7,0.7813,0.9937,0.13089,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000505.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000506.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000507.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000508.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000509.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000510.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000511.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000512.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000513.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000514.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000515.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000516.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000517.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000518.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000519.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000520.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000521.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000522.png,"We will go no further , sir . Noi for fortune /'",33,9,0.6932,0.7745,0.15157,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000523.png,"We will go no further , sir , Not for fortune",33,9,0.8159,0.9994,0.13315,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000524.png,"We will go no further, sir . Not for fortune/'",33,9,0.7799,0.8523,0.15384,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000525.png,"We will go no further, sir . Not for fortune!'",33,9,0.8249,0.9963,0.13925,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000526.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000527.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000528.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000529.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000530.png,We will go no further . Here ins the land of phantoms beg',44,12,0.8648,0.9998,0.19413,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000531.png,We will go no further. begins the land of phantoms Here,44,11,0.9022,0.9954,0.19626,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000532.png,We will go no further . Here jins the land of phantoms beg',45,12,0.8043,0.9919,0.18952,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000533.png,We will go no further . Here begins the land of phant Iloms,46,12,0.8259,0.9991,0.18851,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000534.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000535.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000536.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000537.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000538.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000539.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000540.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000541.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000542.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000543.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000544.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000545.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000546.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000547.png,"And when he had crossed the the phantoms came to meet him:' bridge ,",52,13,0.8582,0.9998,0.2335,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000548.png,"And when he had the the phantoms came to meet him ' crossed bridge ,",52,13,0.8732,1.0,0.21451,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000549.png,"And when he had the the phantoms came to crossed bridge , meet",49,12,0.9505,1.0,0.20586,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000550.png,"And when he had crossed the the phantoms came to bridge , meet",49,12,0.8838,1.0,0.20684,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000551.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000552.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000553.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000554.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000555.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000556.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000557.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000558.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000559.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000560.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000561.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000562.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000563.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000564.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000565.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000566.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000567.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000568.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000569.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000570.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000571.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000572.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000573.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000574.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000575.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000576.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000577.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000578.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000579.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000580.png,,0,0,0.0,0.0,0.0,0,,
